acc,disprot_id,region_id,organism,ncbi_taxon_id,group,protein_length,start,end,region_len,term_namespace,term_id,term_ontology,ec_id,ec_name,ec_ontology,reference_id,curator_name,released,version
P14061,DP00023,DP00023r008,Homo sapiens,9606,Human,328,286,328,43,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,9525918,Edoardo Salladini,2022_03,2
Q13541,DP00028,DP00028r007,Homo sapiens,9606,Human,118,4,118,115,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9684899,Victoria Nugnes,2023_06,3
Q13541,DP00028,DP00028r010,Homo sapiens,9606,Human,118,47,66,20,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,16271312,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r013,Homo sapiens,9606,Human,118,51,63,13,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,21965542,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r015,Homo sapiens,9606,Human,118,49,68,20,Molecular function,GO:0031369,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9453748,Victoria Nugnes,2023_06,4
Q13541,DP00028,DP00028r016,Homo sapiens,9606,Human,118,5,118,114,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,9453748,Pedro Pereira,2022_03,2
Q13541,DP00028,DP00028r017,Homo sapiens,9606,Human,118,1,118,118,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,25503819,Pedro Pereira,2022_03,2
Q13541,DP00028,DP00028r019,Homo sapiens,9606,Human,118,49,83,35,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,28698298,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r021,Homo sapiens,9606,Human,118,50,63,14,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,22178476,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r022,Homo sapiens,9606,Human,118,5,118,114,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9453748,Pedro Pereira,2022_03,2
Q13541,DP00028,DP00028r023,Homo sapiens,9606,Human,118,4,118,115,Molecular function,GO:0031369,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9453748,Victoria Nugnes,2023_06,4
Q13541,DP00028,DP00028r025,Homo sapiens,9606,Human,118,49,83,35,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,25702871,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r027,Homo sapiens,9606,Human,118,51,64,14,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,27592390,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r029,Homo sapiens,9606,Human,118,51,67,17,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,10394359,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r031,Homo sapiens,9606,Human,118,50,84,35,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26170285,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r033,Homo sapiens,9606,Human,118,50,63,14,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,19710013,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r035,Homo sapiens,9606,Human,118,51,66,16,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,17368478,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r037,Homo sapiens,9606,Human,118,51,64,14,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,17631896,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r038,Homo sapiens,9606,Human,118,109,118,10,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29236692,András Hatos,2022_03,2
Q13541,DP00028,DP00028r039,Homo sapiens,9606,Human,118,109,118,10,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29236692,Pedro Pereira,2023_06,4
Q13541,DP00028,DP00028r040,Homo sapiens,9606,Human,118,109,118,10,Structural transition,IDPO:0000011,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,29236692,András Hatos,2022_03,2
Q13541,DP00028,DP00028r041,Homo sapiens,9606,Human,118,4,118,115,Biological process,GO:0017148,GO,ECO:0007717,translation assay evidence used in manual assertion,ECO,9453748,Victoria Nugnes,2023_06,0
Q13541,DP00028,DP00028r042,Homo sapiens,9606,Human,118,49,68,20,Biological process,GO:0017148,GO,ECO:0001205,in vitro translation assay evidence used in manual assertion,ECO,9453748,Victoria Nugnes,2023_06,0
Q13541,DP00028,DP00028r043,Homo sapiens,9606,Human,118,51,64,14,Structural transition,IDPO:0000011,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,17631896,Victoria Nugnes,2023_06,0
Q13541,DP00028,DP00028r044,Homo sapiens,9606,Human,118,51,67,17,Molecular function,GO:0031369,GO,ECO:0005647,isothermal titration calorimetry evidence used in manual assertion,ECO,17368478,Victoria Nugnes,2023_06,0
Q13541,DP00028,DP00028r045,Homo sapiens,9606,Human,118,51,67,17,Structural transition,IDPO:0000011,IDPO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,17368478,Victoria Nugnes,2023_06,0
Q13541,DP00028,DP00028r046,Homo sapiens,9606,Human,118,50,83,34,Molecular function,GO:0008190,GO,ECO:0005640,glutathione S-transferase pull-down assay evidence used in manual assertion,ECO,38177902,Victoria Nugnes,2024_06,0
P04150,DP00030,DP00030r001,Homo sapiens,9606,Human,777,77,262,186,Structural state,IDPO:0000002,IDPO,ECO:0007691,cleavage assay evidence used in manual assertion,ECO,19841061,Victoria Nugnes,2023_06,3
P04150,DP00030,DP00030r005,Homo sapiens,9606,Human,777,77,262,186,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,19841061,Victoria Nugnes,2023_06,3
P04150,DP00030,DP00030r009,Homo sapiens,9606,Human,777,181,244,64,Structural state,IDPO:0000002,IDPO,ECO:0001238,nuclear magnetic resonance evidence used in manual assertion,ECO,28946939,Kevin Muwonge,2022_06,0
P04150,DP00030,DP00030r014,Homo sapiens,9606,Human,777,209,213,5,Disorder function,IDPO:0000045,IDPO,ECO:0001202,in vitro protein kinase assay evidence used in manual assertion,ECO,19841061,Victoria Nugnes,2023_06,0
P04150,DP00030,DP00030r015,Homo sapiens,9606,Human,777,77,262,186,Molecular function,GO:0005515,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,19841061,Victoria Nugnes,2023_06,0
P04150,DP00030,DP00030r016,Homo sapiens,9606,Human,777,77,262,186,Molecular function,GO:0017025,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,19841061,Victoria Nugnes,2023_06,0
P04150,DP00030,DP00030r017,Homo sapiens,9606,Human,777,1,518,518,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,34937942,Victoria Nugnes,2023_06,0
P04150,DP00030,DP00030r018,Homo sapiens,9606,Human,777,1,500,500,Molecular function,GO:0005515,GO,ECO:0001183,fluorescence resonance energy transfer evidence used in manual assertion,ECO,19841061,Victoria Nugnes,2023_06,0
P04150,DP00030,DP00030r019,Homo sapiens,9606,Human,777,1,500,500,Molecular function,GO:0017025,GO,ECO:0001183,fluorescence resonance energy transfer evidence used in manual assertion,ECO,19841061,Victoria Nugnes,2023_06,0
P04150,DP00030,DP00030r021,Homo sapiens,9606,Human,777,275,279,5,Disorder function,IDPO:0000037,IDPO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,12144530,Cecilia Rodriguez,2024_06,0
P04150,DP00030,DP00030r022,Homo sapiens,9606,Human,777,291,295,5,Disorder function,IDPO:0000037,IDPO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,12144530,Cecilia Rodriguez,2024_06,0
P10912,DP00033,DP00033r001,Homo sapiens,9606,Human,638,270,370,101,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,25846210,Victoria Nugnes,2022_12,3
P10912,DP00033,DP00033r005,Homo sapiens,9606,Human,638,270,370,101,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,25846210,Victoria Nugnes,2022_12,3
P10912,DP00033,DP00033r009,Homo sapiens,9606,Human,638,361,620,260,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,25846210,Victoria Nugnes,2022_12,0
P10912,DP00033,DP00033r010,Homo sapiens,9606,Human,638,361,620,260,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,25846210,Victoria Nugnes,2022_12,0
P10912,DP00033,DP00033r011,Homo sapiens,9606,Human,638,270,357,88,Molecular function,GO:0008289,GO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,25846210,Victoria Nugnes,2022_12,0
P17096,DP00040,DP00040r003,Homo sapiens,9606,Human,107,1,107,107,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9253416,Federica Quaglia,2022_03,3
P17096,DP00040,DP00040r004,Homo sapiens,9606,Human,107,51,75,25,Molecular function,GO:0003677,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9253416,Victoria Nugnes,2022_06,5
P17096,DP00040,DP00040r005,Homo sapiens,9606,Human,107,51,75,25,Structural transition,IDPO:0000011,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9253416,Victoria Nugnes,2022_06,4
P17096,DP00040,DP00040r006,Homo sapiens,9606,Human,107,80,89,10,Structural transition,IDPO:0000011,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9253416,Victoria Nugnes,2022_06,4
P17096,DP00040,DP00040r007,Homo sapiens,9606,Human,107,80,89,10,Molecular function,GO:0003677,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9253416,Victoria Nugnes,2022_06,5
P17096,DP00040,DP00040r008,Homo sapiens,9606,Human,107,80,89,10,Molecular function,GO:0008301,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,22615915,Victoria Nugnes,2022_06,5
P17096,DP00040,DP00040r012,Homo sapiens,9606,Human,107,1,107,107,Structural state,IDPO:0000002,IDPO,ECO:0006200,circular dichroism evidence used in manual assertion,ECO,11602345,Federica Quaglia,2022_03,3
P17096,DP00040,DP00040r016,Homo sapiens,9606,Human,107,51,55,5,Disorder function,IDPO:0000045,IDPO,ECO:0006277,fluorescence polarization evidence used in manual assertion,ECO,7532403,Federica Quaglia,2022_03,3
P17096,DP00040,DP00040r017,Homo sapiens,9606,Human,107,76,80,5,Disorder function,IDPO:0000045,IDPO,ECO:0006277,fluorescence polarization evidence used in manual assertion,ECO,7532403,Federica Quaglia,2022_03,3
P17096,DP00040,DP00040r018,Homo sapiens,9606,Human,107,100,105,6,Disorder function,IDPO:0000045,IDPO,ECO:0005801,enzymatic activity assay evidence used in manual assertion,ECO,2806554,Federica Quaglia,2022_03,3
P17096,DP00040,DP00040r019,Homo sapiens,9606,Human,107,6,11,6,Disorder function,IDPO:0000038,IDPO,ECO:0007184,protein mass spectrometry evidence used in manual assertion,ECO,28190768,Federica Quaglia,2022_03,3
P17096,DP00040,DP00040r020,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0060090,GO,ECO:0006218,combinatorial experimental and author inference evidence contained in single publication used in manual assertion,ECO,11602345,Federica Quaglia,2022_03,4
P17096,DP00040,DP00040r022,Homo sapiens,9606,Human,107,9,75,67,Molecular function,GO:0003677,GO,ECO:0007719,immunodetection assay evidence used in manual assertion,ECO,11069991,Federica Quaglia,2022_03,4
P17096,DP00040,DP00040r023,Homo sapiens,9606,Human,107,50,91,42,Molecular function,GO:0003677,GO,ECO:0007719,immunodetection assay evidence used in manual assertion,ECO,11069991,Federica Quaglia,2022_03,4
P17096,DP00040,DP00040r024,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0060090,GO,ECO:0007719,immunodetection assay evidence used in manual assertion,ECO,11069991,Federica Quaglia,2022_03,4
P17096,DP00040,DP00040r025,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0005515,GO,ECO:0001807,electrophoretic mobility shift assay evidence used in manual assertion,ECO,10400641,Federica Quaglia,2022_03,4
P17096,DP00040,DP00040r029,Homo sapiens,9606,Human,107,70,80,11,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9253416,Victoria Nugnes,2022_06,4
P17096,DP00040,DP00040r030,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0003677,GO,ECO:0006067,fluorescence recovery after photobleaching evidence used in manual assertion,ECO,15213251,Bálint Mészáros,2022_03,3
P17096,DP00040,DP00040r031,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0003723,GO,ECO:0001807,electrophoretic mobility shift assay evidence used in manual assertion,ECO,21087998,Edoardo Salladini,2022_03,4
P17096,DP00040,DP00040r032,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0003723,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,21087998,Edoardo Salladini,2022_03,4
P17096,DP00040,DP00040r033,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0140677,GO,ECO:0006052,RNAi evidence used in manual assertion,ECO,21087998,Bálint Mészáros,2022_03,3
P17096,DP00040,DP00040r034,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0005515,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,9809067,Bálint Mészáros,2022_03,3
P17096,DP00040,DP00040r035,Homo sapiens,9606,Human,107,69,73,5,Disorder function,IDPO:0000039,IDPO,ECO:0007009,radioligand binding assay evidence used in manual assertion,ECO,9809067,Bálint Mészáros,2022_03,2
P17096,DP00040,DP00040r036,Homo sapiens,9606,Human,107,63,67,5,Disorder function,IDPO:0000039,IDPO,ECO:0007009,radioligand binding assay evidence used in manual assertion,ECO,9809067,Bálint Mészáros,2022_03,2
P17096,DP00040,DP00040r037,Homo sapiens,9606,Human,107,81,89,9,Molecular function,GO:0003677,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,22615915,Victoria Nugnes,2022_06,4
P17096,DP00040,DP00040r038,Homo sapiens,9606,Human,107,50,91,42,Molecular function,GO:0003713,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,9253416,Victoria Nugnes,2022_06,2
P17096,DP00040,DP00040r039,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0003713,GO,ECO:0006050,anti-sense experiment evidence used in manual assertion,ECO,10428834,Galo Balatti,2022_03,1
P17096,DP00040,DP00040r040,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0005515,GO,ECO:0005805,yeast 2-hybrid evidence used in manual assertion,ECO,10428834,Galo Balatti,2022_03,1
P17096,DP00040,DP00040r041,Homo sapiens,9606,Human,107,1,107,107,Molecular function,GO:0005515,GO,ECO:0005616,beta-galactosidase reporter gene assay evidence used in manual assertion,ECO,10428834,Galo Balatti,2022_03,1
P78356,DP00054,DP00054r001,Homo sapiens,9606,Human,416,1,33,33,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,9753329,Federica Quaglia,2022_03,3
P78356,DP00054,DP00054r002,Homo sapiens,9606,Human,416,304,342,39,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,9753329,Federica Quaglia,2022_03,3
P78356,DP00054,DP00054r003,Homo sapiens,9606,Human,416,373,390,18,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,9753329,Federica Quaglia,2022_03,3
P27694,DP00061,DP00061r005,Homo sapiens,9606,Human,616,109,168,60,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,10526407,Federica Quaglia,2022_03,2
P27694,DP00061,DP00061r006,Homo sapiens,9606,Human,616,109,168,60,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,10526407,Federica Quaglia,2022_03,3
P27694,DP00061,DP00061r007,Homo sapiens,9606,Human,616,105,180,76,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,17721672,Federica Quaglia,2022_03,2
P27694,DP00061,DP00061r008,Homo sapiens,9606,Human,616,105,180,76,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,17721672,Federica Quaglia,2022_03,3
P19793,DP00062,DP00062r001,Homo sapiens,9606,Human,462,1,130,130,Structural state,IDPO:0000002,IDPO,ECO:0006210,small-angle X-ray scattering evidence used in manual assertion,ECO,26937780,Edoardo Salladini,2022_03,3
P19793,DP00062,DP00062r002,Homo sapiens,9606,Human,462,1,130,130,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,26937780,Edoardo Salladini,2022_03,4
